$WEATHER,DATA,:,Point,"Coupee,",LA,,
2021013,14,13.9,2.8,0,,,
2021014,15,20.6,2.2,0,,,
2021015,15.4,13.9,2.2,0,,,
2021016,15,11.7,0.6,0,,,
2021017,15,17.2,1.1,0,,,
2021018,15.4,17.2,0.6,0,,,
2021019,14.4,23.3,8.3,0,,,
2021020,9.8,20.6,11.7,0,,,
2021021,4.6,21.1,15.6,6.9,,,
2021022,3.9,17.2,15.6,32.3,,,
2021023,4.5,16.1,13.3,0,,,
2021024,5.9,21.7,14.4,0,,,
2021025,4.3,23.9,15.6,0,,,
2021026,7.7,22.2,13.9,5.3,,,
2021027,12.3,17.8,8.3,0,,,
2021028,15.9,13.3,3.3,0,,,
2021029,16.6,16.1,2.2,0,,,
2021030,8,22.2,7.8,0,,,
2021031,15.7,26.1,8.3,0.3,,,
2021032,17.4,12.2,3.9,0,,,
2021033,14.4,14.9,8.8,0,,,
2021034,17,16.1,6.1,0,,,
2021035,6.8,20.6,6.7,3,,,
2021036,3.7,16.1,6.1,10.2,,,
2021037,4.2,11.7,6.7,7.9,,,
2021038,16.9,16.1,7.2,0,,,
2021039,9.6,17.8,6.1,0,,,
2021040,15.2,26.1,13.9,0,,,
2021041,6.9,22.2,15,0,,,
2021042,3.8,19.4,3.3,149.1,,,
2021043,4.3,3.9,-0.6,0.8,,,
2021044,6.9,3.3,-1.7,0,,,
2021045,4.7,0.6,-4.4,3.8,,,
2021046,7,-1.7,-6.1,0,,,
2021047,14.1,0,-7.2,0,,,
2021048,2.4,2.2,-4.4,0,,,
2021049,5,2.2,-1.1,1.3,,,
2021050,20.1,7.2,-2.8,0,,,
2021051,20.6,15,-1.7,22.4,,,
2021052,9.1,18.3,5,0,,,
2021053,20,13.7,8,0,,,
2021054,21.2,22.2,4.4,0,,,
2021055,8.9,22.8,5,0,,,
2021056,9.9,24.4,16.1,0,,,
2021057,16.5,27.2,16.7,0.8,,,
2021058,10.8,27.8,18.9,0,,,
2021059,10,28.3,20.6,0,,,
2021060,8.1,23.9,13.3,0.3,,,
2021061,5.9,13.3,6.7,20.8,,,
2021062,22,17.8,3.9,0,,,
2021063,22.5,21.7,7.2,0,,,
2021064,12.3,20,7.2,2,,,
2021065,20.9,18.9,7.2,0,,,
2021066,22.9,20,3.3,0,,,
2021067,22.8,21.7,3.9,0,,,
2021068,18.8,23.3,8.9,0,,,
2021069,14.6,26.1,15,0,,,
2021070,14.5,26.1,16.1,0,,,
2021071,15.2,27.2,18.3,0,,,
2021072,14.7,26.7,15.6,0,,,
2021073,13.9,27.8,16.7,0,,,
2021074,15.9,29.4,20.6,0,,,
2021075,13.3,27.8,20.6,20.3,,,
2021076,6.8,26.7,18.3,10.4,,,
2021077,24.3,18.3,10.6,0,,,
2021078,8.1,12.8,10.6,0,,,
2021079,13.1,18.9,9.4,0,,,
2021080,19.4,22.2,10,0,,,
2021081,16.6,23.3,10,0,,,
2021082,5.8,18.3,16.1,68.3,,,
2021083,12.4,22.2,16.1,20.1,,,
2021084,9.5,26.7,18.3,1.5,,,
2021085,12.1,24.4,16.1,0,,,
2021086,12.1,28.9,21.7,0,,,
2021087,7.1,23.9,11.7,2.5,,,
2021088,25.9,22.2,8.3,0,,,
2021089,11.5,27.2,15,1.5,,,
2021090,9.6,26.7,6.1,8.4,,,
2021091,27.6,17.2,3.3,0,,,
2021092,27.6,18.9,5,0,,,
2021093,17.7,19.4,7.2,0,,,
2021094,25.2,23.9,11.1,0,,,
2021095,25.5,25.6,11.7,0,,,
2021096,19.1,27.8,15,0,,,
2021097,11.2,26.1,17.8,1,,,
2021098,26.1,28.3,17.2,23.1,,,
2021099,19.4,30,17.2,0,,,
2021100,19.8,26.7,15.6,83.6,,,
2021101,27.9,24.4,10.6,0,,,
2021102,26.4,28.9,12.8,0,,,
2021103,3.4,18.9,15.6,42.7,,,
2021104,4,17.8,14.4,64,,,
2021105,17.3,23.9,16.1,7.4,,,
2021106,9.5,20.6,13.9,48.8,,,
2021107,6.2,17.2,13.9,2.3,,,
2021108,17.2,20,12.2,0.3,,,
2021109,26.1,22.2,11.7,0,,,
2021110,26.7,24.4,7.8,0.3,,,
2021111,28.5,17.8,8.3,0,,,
2021112,27,21.1,8.9,0,,,
2021113,13,23.9,13.9,14,,,
2021114,22.3,28.3,18.3,13.5,,,
2021115,28.7,26.1,13.9,0,,,
2021116,23.3,26.7,18.9,0,,,
2021117,16.3,30,21.1,0,,,
2021118,22.9,31.1,21.1,0,,,
2021119,18.8,31.1,21.7,0,,,
2021120,9.3,26.7,20,0,,,
2021121,15,26.7,17.8,0.3,,,
2021122,15.7,27.2,19.4,16,,,
2021123,13.9,30.6,22.8,0,,,
2021124,11.4,30.6,20.6,42.7,,,
2021125,14.3,22.8,16.7,0.3,,,
2021126,29.2,27.2,13.3,0,,,
2021127,27.6,27.8,13.3,0,,,
2021128,28.8,30,16.1,0,,,
2021129,16.8,28.9,20,8.1,,,
2021130,16.3,26.7,22.2,32.3,,,
2021131,16.1,26.1,18.9,26.7,,,
2021132,11.2,24.4,18.9,6.6,,,
2021133,21.6,24.4,17.2,0,,,
2021134,25.7,26.7,15,0,,,
2021135,27.6,27.2,16.1,0,,,
2021136,22.5,28.3,18.3,0,,,
2021137,4.1,23.3,19.4,62.5,,,
2021138,11.7,26.7,20,2.5,,,
2021139,16.6,27.8,21.1,0,,,
2021140,8.4,23.9,19.4,58.2,,,
2021141,11.7,26.7,21.7,4.6,,,
2021142,25.4,30,20,0,,,
2021143,23.4,28.9,18.3,0,,,
2021144,19.7,28.9,20.6,0,,,
2021145,23.2,30.6,20.6,0,,,
2021146,24.9,31.7,20,0,,,
2021147,24.5,32.2,21.1,0,,,
2021148,16.5,29.4,21.7,0,,,
2021149,16,29.4,19.4,16.8,,,
2021150,28.6,27.2,15,0,,,
2021151,27.1,31.1,17.2,0,,,
2021152,17.8,30,21.7,0.3,,,
2021153,20.4,31.1,22.8,0.3,,,
2021154,13.6,28.9,22.2,7.4,,,
2021155,12.5,28.3,21.1,8.6,,,
2021156,11.4,22.2,21.7,8.1,,,
2021157,15.1,25,21.7,87.6,,,
2021158,21.5,32.2,22.8,0,,,
2021159,23,32.8,25.6,0,,,
2021160,24,32.8,25,0,,,
2021161,23.5,32.2,23.9,0,,,
2021162,25.1,33.9,23.3,0,,,
2021163,24.4,34.4,23.3,0,,,
2021164,26,34.4,22.8,9.7,,,
2021165,26.8,32.8,22.8,0,,,
2021166,24.7,35,21.7,0,,,
2021167,28.9,35,24.4,0,,,
2021168,30.4,32.8,21.1,0,,,
2021169,21.1,31.4,22.6,0,,,
2021170,25.7,32.8,22.8,1.5,,,
2021171,23.8,33.3,24.4,0,,,
2021172,14.8,31.1,23.3,21.3,,,
2021173,15,30,22.2,5.1,,,
2021174,21.7,32.8,23.3,0,,,
2021175,20.4,33.9,23.3,30,,,
2021176,20.9,32.2,25,0.5,,,
2021177,23.4,32.2,23.9,11.7,,,
2021178,17.1,30.6,23.9,8.6,,,
2021179,21,30.6,23.3,5.8,,,
2021180,23.3,31.1,23.3,0,,,
2021181,23.9,33.3,23.3,0,,,
2021182,23,32.2,23.9,0,,,
2021183,18.2,31.1,22.8,15.5,,,
2021184,20.1,31.7,21.7,0,,,
2021185,25.4,33.3,21.1,0,,,
2021186,22.3,33.3,23.9,4.3,,,
2021187,13,31.1,23.9,3,,,
2021188,15.4,30.6,24.4,0.8,,,
2021189,15.6,32.2,23.3,21.1,,,
2021190,10.8,29.4,23.9,1,,,
2021191,14.8,31.7,25.6,3.8,,,
2021192,14.9,31.7,22.8,22.9,,,
2021193,15.7,28.9,22.2,22.4,,,
2021194,22,33.9,22.2,0,,,
2021195,24.8,33.3,23.3,0.8,,,
2021196,17.4,32.2,23.9,0,,,
2021197,16.6,32.8,23.3,1.8,,,
2021198,21.1,32.2,23.3,14,,,
2021199,22.1,33.9,23.3,0,,,
2021200,13.1,31.7,25,2.5,,,
2021201,11.6,26.1,22.8,31.2,,,
2021202,24.5,32.8,23.3,0,,,
2021203,23,33.3,24.4,1.5,,,
2021204,23.9,34.4,25,0,,,
2021205,26.4,35,25.6,0,,,
2021206,24.6,35,25.6,0,,,
2021207,21.9,36.1,25.6,0.5,,,
2021208,23.2,34.4,23.9,6.9,,,
2021209,24.9,34.4,23.9,0,,,
2021210,22.7,35,24.4,0,,,
2021211,24,35.6,24.4,0,,,
2021212,19.9,35.6,25,0,,,
2021213,20.6,35,22.8,43.7,,,
2021214,11.5,29.4,23.9,28.2,,,
2021215,12.9,28.3,24.4,9.1,,,
2021216,24.4,31.7,23.3,0,,,
2021217,24.2,31.7,21.1,0,,,
2021218,21.2,31.7,22.8,0,,,
2021219,25.5,31.7,25,0,,,
2021220,24.3,35.6,25,0,,,
2021221,20.1,35.6,22.8,0,,,
2021222,23,34.4,23.3,0,,,
2021223,19.2,35,24.4,6.6,,,
2021224,16.7,33.3,22.2,0,,,
2021225,22.2,33.9,22.2,0,,,
2021226,24.8,34.4,23.3,0,,,
2021227,20.3,33.9,23.9,7.1,,,
2021228,23.6,33.9,22.2,0,,,
2021229,21.3,34.4,22.2,0,,,
2021230,21.6,33.9,23.9,0,,,
2021231,19.1,34.4,22.8,0,,,
2021232,23.1,35,21.7,0,,,
2021233,25,35.6,23.9,0,,,
2021234,24.8,35.6,25,0,,,
2021235,23.8,35.6,25,0,,,
2021236,18,35.6,22.8,25.9,,,
2021237,20.6,35.6,23.9,0.3,,,
2021238,15.8,32.8,24.4,2,,,
2021239,18.9,32.8,23.3,6.1,,,
2021240,18.6,32.2,23.9,0,,,
2021241,11.4,28.9,22.2,15.2,,,
2021242,12.3,28.3,23.3,14,,,
2021243,21.9,33.3,22.8,0,,,
2021244,18.1,33.9,24.4,0,,,
2021245,22,33.9,23.3,2,,,
2021246,21,28.6,19.7,0,,,
2021247,21.1,31.7,21.5,0,,,
2021248,19.9,34.4,24.4,0,,,
2021249,11.6,29.4,21.7,7.6,,,
2021250,20.4,33.3,21.1,2.3,,,
2021251,19,31.7,22.8,0,,,
2021252,24.4,31.1,22.8,0,,,
2021253,25.4,30.6,18.9,0,,,
2021254,23.9,30.6,18.9,0,,,
2021255,14.9,31.7,21.7,4.3,,,
2021256,12.1,30,22.8,2.8,,,
2021257,3.6,25,22.2,79.8,,,
2021258,11.2,27.8,21.7,31.2,,,
2021259,14.3,29.4,23.3,13,,,
2021260,15.9,31.7,23.9,0,,,
2021261,14.9,29.4,23.9,0,,,
2021262,14.8,30.6,23.9,0,,,
2021263,18.3,31.7,23.3,0,,,
2021264,18.6,33.3,23.9,1.8,,,
2021265,23,25.6,17.8,0.3,,,
2021266,24,26.1,12.2,0,,,
2021267,23.6,25.6,12.8,0,,,
2021268,23.4,27.2,13.9,0,,,
2021269,22.9,30,15.6,0,,,
2021270,13.9,29.4,18.3,0,,,
2021271,2,25.6,22.8,22.4,,,
2021272,7.4,28.3,21.7,2.8,,,
2021273,11,28.3,22.8,4.1,,,
2021274,10.7,29.4,22.2,4.3,,,
2021275,8.7,28.3,22.2,6.1,,,
2021276,15.6,30,20.6,0,,,
2021277,17.4,30.6,17.8,0,,,
2021278,19.2,29.4,17.8,0,,,
2021279,19.4,28.9,17.8,0,,,
2021280,19.6,30.6,20,0,,,
2021281,20.3,30.6,17.8,0,,,
2021282,17.9,30.6,18.9,0,,,
2021283,19.5,30,20,0,,,
2021284,14.4,31.8,19.1,2.1,,,
2021285,16.7,32.2,20,0,,,
2021286,15.4,30.6,20,0,,,
2021287,15.3,32.2,21.7,0,,,
2021288,15.1,31.7,23.3,0,,,
2021289,20.6,25,13.3,3.6,,,
2021290,20.2,22.8,11.7,0,,,
2021291,18.8,23.9,12.8,0,,,
2021292,18.3,26.7,13.3,0,,,
2021293,10.8,28.9,18.9,0,,,
2021294,15.4,31.1,18.9,0,,,
2021295,17.1,30,17.2,0,,,
2021296,14.9,28.9,20,0,,,
2021297,9.4,28.9,20,0.5,,,
2021298,14.7,29.4,20.6,0,,,
2021299,16.6,28.3,16.7,0,,,
2021300,5.5,26.7,18.3,37.3,,,
2021301,12.9,20,15,0,,,
2021302,9.7,18.3,8.3,0,,,
2021303,17.6,20.6,10,0,,,
2021304,15.6,23.9,10.6,0,,,
2021305,17.5,25.6,10.6,0,,,
2021306,17,24.4,10,0,,,
2021307,13.2,21.7,11.1,0,,,
2021308,9.6,16.7,10.6,0,,,
2021309,7.3,13.9,7.8,0,,,
2021310,8.9,15.6,10,0,,,
2021311,17.4,20.6,5.6,0,,,
2021312,16.7,23.3,6.1,0,,,
2021313,12.6,22.8,7.8,0,,,
2021314,12.3,24.4,10.6,0.3,,,
2021315,8.3,20,8.3,7.1,,,
2021316,16.1,23.3,8.9,0.3,,,
2021317,16.8,14.4,5.6,0,,,
2021318,15.7,21.1,3.3,0,,,
2021319,10,22.8,8.3,0,,,
2021320,14.1,22.4,7.7,8.3,,,
2021321,11.8,26.7,15.6,0,,,
2021322,7.8,23.9,6.1,1.5,,,
2021323,15.5,18.3,4.4,0,,,
2021324,15.1,25,6.1,0,,,
2021325,10.4,23.3,6.7,0,,,
2021326,13.9,19.4,8.9,22.9,,,
2021327,15.3,18.3,5,0,,,
2021328,13.9,21.7,7.2,0,,,
2021329,6.7,23.3,13.3,1.5,,,
2021330,14,15.6,3.3,0,,,
2021331,7.8,15,2.8,0.3,,,
2021332,11.7,18.3,3.9,1.5,,,
2021333,14.4,18.9,3.3,0,,,
2021334,14.2,21.7,5,0,,,
2021335,13.1,24.4,7.2,0,,,
2021336,12.8,24.4,11.1,0,,,
2021337,11.8,23.3,11.1,0.3,,,
2021338,10.9,25.6,13.3,0,,,
2021339,9.1,23.9,11.7,0.3,,,
2021340,4.4,25,11.7,39.6,,,
2021341,2.9,12.2,10.6,0.3,,,
2021342,8.1,17.8,8.9,8.1,,,
2021343,6.2,25,11.1,0,,,
2021344,7.7,27.2,21.7,0.3,,,
2021345,5.2,18.6,10.3,89.9,,,
2021346,13.9,16.7,4.4,0,,,
2021347,8.9,23.3,8.3,0,,,
2021348,8.9,23.9,15,0,,,
2021349,8.2,25,18.3,0,,,
2021350,9.5,27.2,16.7,0,,,
2021351,7.8,24.4,18.3,0,,,
2021352,6.8,26.7,15.6,26.2,,,
2021353,6.5,15.6,6.1,0.3,,,
2021354,2.8,7.2,5,2.5,,,
2021355,10.6,12.2,5,0,,,
2021356,14.1,18.3,1.1,0,,,
2021357,13.5,20,3.9,0,,,
2021358,11.5,25,12.2,0,,,
2021359,8.3,26.1,16.7,0,,,
2021360,9.5,26.7,18.9,0,,,
2021361,7.8,25.6,19.4,0,,,
2021362,6.7,27.2,19.4,17,,,
2021363,7.9,28.3,21.7,2.8,,,
2021364,11,28.3,20.6,0,,,
2021365,9.8,28.3,21.7,0,,,
2022001,6.8,28.9,24.4,0,,,
2022002,2.7,24.4,-1.1,0.3,,,
2022003,15.2,8.3,-2.2,0,,,
2022004,13.5,12.8,0,0,,,
2022005,9.9,20.6,8.9,0,,,
2022006,8.1,22.2,3.9,0,,,
2022007,14.1,12.8,3.9,0,,,
2022008,7.6,18.9,8.3,0,,,
2022009,7.6,27.2,6.7,13,,,
2022010,14,13.3,5,0,,,
2022011,15,15,3.3,0,,,
2022012,9.9,15.6,5,0,,,
2022013,14.9,20,2.8,0,,,
2022014,14,21.1,4.4,0,,,
2022015,4.5,16.1,1.7,0.5,,,
2022016,9.5,8.9,0.6,0,,,
2022017,15.3,14.4,1.1,0,,,
2022018,15.3,18.3,2.2,0,,,
2022019,8.8,23.3,11.1,0,,,
2022020,5,17.2,1.1,23.9,,,
2022021,8.7,4.4,-1.1,0,,,
2022022,17,7.8,-3.9,0,,,
2022023,15.6,12.2,-1.1,0,,,
2022024,6.3,13.3,0,14,,,
2022025,7.2,15,7.8,14.5,,,
2022026,15.7,12.2,0.6,0,,,
2022027,16.3,15.6,0,0,,,
2022028,14.4,11.7,2.8,0,,,
2022029,17.3,12.2,0,0,,,
2022030,17.1,19.4,1.1,0,,,
2022031,16.1,19.4,1.1,0,,,
2022032,5.9,17.8,13.3,4.3,,,
2022033,10.7,23.3,16.1,1.8,,,
2022034,3.9,21.7,1.7,12.7,,,
2022035,5,3.3,0,0,,,
2022036,18.6,23.7,9,0,,,
2022037,18.6,13.3,0,0,,,
2022038,13.7,14.4,1.1,0,,,
2022039,18.6,16.7,0.6,0,,,
2022040,18.5,19.4,0.6,0,,,
2022041,18.4,21.7,2.8,0,,,
2022042,18.6,22.2,3.9,0,,,
2022043,15.9,19.4,1.1,0,,,
2022044,19.8,23.1,10.2,0,,,
2022045,19.1,19.4,-0.6,0,,,
2022046,18.1,20,3.3,0,,,
2022047,12.8,24.4,11.7,0,,,
2022048,4.7,23.9,10,32,,,
2022049,14.7,11.7,4.4,0,,,
2022050,20.5,17.8,1.7,0,,,
2022051,11.1,19.4,5,0,,,
2022052,9.6,26.7,15.6,0.3,,,
2022053,10.5,28.3,21.1,0,,,
2022054,11.8,14,5.5,0,,,
2022055,11,12.9,4.6,0,,,
2022056,7.2,12.2,5.6,5.8,,,
2022057,8.6,13.9,6.7,0,,,
2022058,14.5,11.7,4.4,0,,,
2022059,21.8,23.7,11.4,0,,,
2022060,21.4,17.8,2.2,0,,,
2022061,21.5,24.4,5.6,0,,,
2022062,15.5,24.4,8.9,0,,,
2022063,20.7,24.4,6.7,0,,,
2022064,10.4,26.1,14.4,0,,,
2022065,14.7,28.3,20,0,,,
2022066,16.1,25.6,11.1,0.8,,,
2022067,5.2,15.6,6.7,1.5,,,
2022068,11.5,15,6.7,0,,,
2022069,22.9,33.4,19.1,0,,,
2022070,8.2,21.1,5,4.6,,,
2022071,23.8,9.4,1.1,0,,,
2022072,24.1,29.5,18.5,31.5,,,
2022073,10.1,20.6,8.3,0,,,
2022074,18.8,21.1,12.2,43.7,,,
2022075,17.9,20.6,13.3,0,,,
2022076,23.1,24.4,10.6,0,,,
2022077,23.1,20,7.8,0,,,
2022078,23.2,25,5,0,,,
2022079,25,26.1,6.1,0,,,
2022080,14.3,23.9,10.6,0,,,
2022081,3.8,25,13.9,46.5,,,
2022082,25.2,18.3,9.4,0,,,
2022083,21.9,22.2,6.7,0,,,
2022084,25.6,22.8,6.7,0,,,
2022085,25.1,25,8.3,0,,,
2022086,24.2,28.3,11.1,0,,,
2022087,21.7,26.7,16.1,0,,,
2022088,18.8,23,17.5,0,,,
2022089,7.3,20.6,9.4,35.6,,,
2022090,25.9,21.1,10.6,0,,,
2022091,26.2,22.8,10,0,,,
2022092,23.6,27.2,13.9,0,,,
2022093,26,28.3,12.2,0,,,
2022094,23.3,27.8,13.9,0,,,
2022095,9.3,26.1,18.3,33.3,,,
2022096,14.4,26.5,12.9,0,,,
2022097,27.4,19.4,6.7,0,,,
2022098,27.6,20,4.4,0,,,
2022099,27.7,22.8,10.6,0,,,
2022100,26.4,26.7,16.1,0,,,
2022101,7.8,22.8,17.2,0.8,,,
2022102,8,25,18.9,9.1,,,
2022103,12.3,27.8,16.1,49,,,
2022104,27.7,27.2,13.9,0,,,
2022105,9.8,27.2,17.2,0,,,
2022106,12.8,28.3,20.6,0,,,
2022107,14.7,23.3,12.8,16,,,
2022108,19.3,21.1,9.4,0.3,,,
2022109,26,21.7,11.7,0,,,
2022110,20,26.7,12.8,0,,,
2022111,22.1,29.4,19.4,0,,,
2022112,22.2,28.3,18.9,0,,,
2022113,21.1,28.9,18.3,0,,,
2022114,21.4,28.3,21.1,4.8,,,
2022115,15.1,23.9,13.9,3.3,,,
2022116,23.3,25,11.1,0.3,,,
2022117,29,27.2,10.6,0,,,
2022118,27.3,27.2,12.2,0,,,
2022119,27.1,28.3,15,0,,,
2022120,25.2,30.6,16.7,0,,,
2022121,20.5,30.6,20.6,9.1,,,
2022122,18.1,29.4,20.6,0,,,
2022123,21.4,30.6,21.1,0,,,
2022124,23.6,30,19.4,0,,,
2022125,17.8,30,17.8,10.7,,,
2022126,28.5,28.9,16.7,3.8,,,
2022127,26.5,30.6,24.4,0,,,
2022128,25.2,35.7,21.5,0,,,
2022129,25.8,33,20.1,0,,,
2022130,26.8,31.7,20.6,0,,,
2022131,27.1,31.7,20.6,0,,,
2022132,25.8,28.9,20,0,,,
2022133,17.6,29.4,16.7,19.1,,,
2022134,23.6,29.1,21.9,0,,,
2022135,24.6,31.7,20.6,0,,,
2022136,25.9,34.4,20.6,0,,,
2022137,24.4,34.4,20,0,,,
2022138,26.5,33.9,21.1,0,,,
2022139,28.2,33.3,22.2,0,,,
2022140,25.5,27.6,15.1,22.8,,,
2022141,23.1,33.9,21.1,9.9,,,
2022142,15.9,29.4,21.1,5.3,,,
2022143,15.8,28.9,21.1,20.6,,,
2022144,19.9,29.4,20,29,,,
2022145,11.8,26.7,18.3,9.7,,,
2022146,29.1,31.1,16.1,0,,,
2022147,29.6,30,16.1,0,,,
2022148,30.4,30.6,18.3,0,,,
2022149,29.1,31.1,18.9,0,,,
2022150,28.4,32.2,22.2,0,,,
2022151,23.7,33.3,23.3,0,,,
2022152,23.7,32.2,21.7,11.2,,,
2022153,22.9,28.3,20.6,16.8,,,
2022154,19.9,29.4,21.1,4.1,,,
2022155,26.4,31.7,21.1,0,,,
2022156,24.9,33.3,22.8,0,,,
2022157,24.6,33.3,22.8,0,,,
2022158,24.8,34.4,22.8,0,,,
2022159,22.8,34.4,23.9,0,,,
2022160,22.8,33.9,25,0,,,
2022161,15.4,31.1,20.6,15.5,,,
2022162,19.4,34.7,22.6,0,,,
2022163,25.5,35.6,22.2,0,,,
2022164,27.3,33.9,23.3,0,,,
2022165,26.1,35.6,22.8,0,,,
2022166,27.5,35,24.4,0,,,
2022167,20.2,33.9,22.2,10.7,,,
2022168,24.1,34.4,22.8,0,,,
2022169,27.5,36.1,25.6,0,,,
2022170,28,36.1,26.7,0,,,
2022171,28.5,36.7,21.7,0,,,
2022172,23.4,36.1,24.4,0,,,
2022173,27.2,36.1,25,0,,,
2022174,26.3,36.1,25,0,,,
2022175,26.8,36.1,23.9,0,,,
2022176,25.1,33.9,23.3,0,,,
2022177,20.9,31.1,22.2,0,,,
2022178,15,31.7,23.3,7.4,,,
2022179,19.5,32.2,23.3,6.6,,,
2022180,16.3,31.1,21.7,7.6,,,
2022181,18,31.7,22.2,5.1,,,
2022182,11.1,32.8,23.9,19.3,,,
2022183,16.4,32.2,23.9,0,,,
2022184,24,35,25,0,,,
2022185,25.9,35.6,25.6,0,,,
2022186,14.2,30.6,22.8,0,,,
2022187,18,32.8,23.3,2.3,,,
2022188,20.7,34.4,25,0,,,
2022189,24.1,35.6,25.6,0,,,
2022190,27.3,37.2,26.7,0,,,
2022191,22.9,35,22.8,36.3,,,
2022192,23.4,33.9,23.3,3.3,,,
2022193,23.1,36.7,25,6.1,,,
2022194,22.3,34.4,25,0,,,
2022195,15.2,32.8,23.3,0.8,,,
2022196,23.4,33.9,24.4,22.4,,,
2022197,26.6,34.4,23.9,0,,,
2022198,22.2,33.3,24.4,0,,,
2022199,19.2,33.9,25,0,,,
2022200,24,34.4,25.6,0,,,
2022201,26.9,33.9,25,0,,,
2022202,20.7,34.4,26.1,0,,,
2022203,13.1,32.2,22.8,0.5,,,
2022204,20.1,33.3,23.3,0,,,
2022205,23.5,34.4,24.4,0,,,
2022206,18.9,34.4,25,3,,,
2022207,19.2,33.9,25,0,,,
2022208,20.3,31.7,22.2,0,,,
2022209,17.9,31.7,22.8,15.7,,,
2022210,13.4,30,22.8,13.2,,,
2022211,12.2,31.1,23.9,11.9,,,
2022212,21.7,32.2,23.3,8.1,,,
2022213,18.6,33.9,25,1.3,,,
2022214,13.3,33.9,24.4,5.3,,,
2022215,7.1,26.7,23.9,6.9,,,
2022216,15.3,31.7,22.8,7.1,,,
2022217,21.6,30.6,22.2,0.8,,,
2022218,17.6,31.7,22.2,10.4,,,
2022219,23.8,32.2,22.2,0.5,,,
2022220,22.8,31.1,22.8,0,,,
2022221,23,33.9,23.9,14,,,
2022222,15,33.9,23.9,47.2,,,
2022223,16.1,31.1,23.3,21.1,,,
2022224,19.8,32.2,23.3,0.5,,,
2022225,18.1,30.6,23.9,8.6,,,
2022226,24.7,33.9,23.3,0,,,
2022227,25.3,34.4,23.3,0,,,
2022228,23.1,33.9,23.3,0,,,
2022229,23.7,28.9,22.8,0,,,
2022230,11.8,34.4,22.8,0,,,
2022231,18.4,32.8,24.4,2.3,,,
2022232,13.7,31.7,23.9,11.2,,,
2022233,15.8,33.3,25,0.5,,,
2022234,12.3,32.8,24.4,3.8,,,
2022235,8.9,29.4,22.8,26.9,,,
2022236,9.9,29.4,23.3,14.2,,,
2022237,15.6,30.6,23.3,7.9,,,
2022238,12.1,30,24.4,0.3,,,
2022239,18.6,31.7,24.4,0,,,
2022240,19.3,33.9,24.4,1.8,,,
2022241,16.9,33.3,23.9,20.3,,,
2022242,22.3,35.6,24.4,7.6,,,
2022243,22,35,24.4,0.3,,,
2022244,23.6,34.4,25.6,0,,,
2022245,21.3,29.4,22.8,0,,,
2022246,8.8,26.1,21.7,5.6,,,
2022247,8.9,28.3,22.2,0,,,
2022248,10.5,29.4,22.8,0,,,
2022249,10,28.9,20.6,0.8,,,
2022250,20.1,32.2,21.7,0.3,,,
2022251,18,30,21.7,11.4,,,
2022252,22,30.6,21.1,1.3,,,
2022253,20.1,30.6,21.1,1.3,,,
2022254,21.2,31.1,22.8,0,,,
2022255,22.8,28.9,16.1,0,,,
2022256,24,29.4,15,0,,,
2022257,24.5,30.6,16.1,0,,,
2022258,23.9,32.2,17.8,0,,,
2022259,23.3,32.8,19.4,0,,,
2022260,22.8,33.9,22.2,0,,,
2022261,21.1,34.4,23.9,0,,,
2022262,20,33.3,23.3,12.7,,,
2022263,22.5,33.3,22.2,0.3,,,
2022264,22.1,35,22.2,0,,,
2022265,21.4,35.6,22.2,0,,,
2022266,22,34.4,22.8,0,,,
2022267,21.5,35,22.8,0,,,
2022268,18.7,34.4,21.7,0,,,
2022269,21.8,31.7,21.1,0,,,
2022270,23.2,28.3,16.7,0,,,
2022271,22.9,28.3,15.6,0,,,
2022272,23.4,23.9,13.3,0,,,
2022273,23.1,26.1,12.8,0,,,
2022274,22.9,27.8,12.8,0,,,
2022275,22.4,28.9,13.3,0,,,
2022276,21.7,28.9,14.4,0,,,
2022277,17.2,28.9,15,0,,,
2022278,19,29.4,17.2,0,,,
2022279,21.1,30,15.6,0,,,
2022280,19.2,31.7,15.6,0,,,
2022281,19.3,30.6,19.4,0,,,
2022282,20.3,28.3,16.7,0,,,
2022283,20.1,28.9,12.8,0,,,
2022284,19.4,28.9,14.4,0,,,
2022285,14.2,32.8,18.9,35.6,,,
2022286,18.2,29.4,18.3,15.2,,,
2022287,20.5,30,15,0,,,
2022288,19.8,30,15.6,0,,,
2022289,18.3,30.6,16.1,0,,,
2022290,8.7,22.8,15,0,,,
2022291,17.4,15.6,6.7,0,,,
2022292,20.6,22.2,0.6,0,,,
2022293,19.6,28.3,1.7,0,,,
2022294,17.7,28.3,10.6,0,,,
2022295,16.6,27.2,16.1,0,,,
2022296,15.5,27.2,17.2,0,,,
2022297,14.3,29.4,17.2,0,,,
2022298,16.8,24.4,12.8,0,,,
2022299,19.1,22.2,10.6,0,,,
2022300,18.6,25,12.2,0,,,
2022301,6,23.9,10,0,,,
2022302,10.3,25.6,16.1,8.4,,,
2022303,11.7,24.4,12.8,0,,,
2022304,15,25,11.7,0,,,
2022305,6.3,23.3,13.9,0,,,
2022306,15.8,27.2,15,0,,,
2022307,15.7,28.9,16.7,0,,,
2022308,8.2,29.4,18.3,2.5,,,
2022309,9.6,24.4,11.7,7.4,,,
2022310,12.1,29.4,17.2,0,,,
2022311,14.8,29.4,18.9,0,,,
2022312,15,26.7,13.3,0,,,
